"gene_id","gene_name","seq_name","gene_biotype","description"
"ENSG00000125533","BHLHE23","20","protein_coding","basic helix-loop-helix family member e23 [Source:HGNC Symbol;Acc:HGNC:16093]"
"ENSG00000272259","LINC01749","20","lncRNA","long intergenic non-protein coding RNA 1749 [Source:HGNC Symbol;Acc:HGNC:52537]"
"ENSG00000125514","LINC00029","20","lncRNA","long intergenic non-protein coding RNA 29 [Source:HGNC Symbol;Acc:HGNC:16184]"
"ENSG00000237119","LINC01056","20","lncRNA","long intergenic non-protein coding RNA 1056 [Source:HGNC Symbol;Acc:HGNC:49050]"
"ENSG00000231133","HAR1B","20","lncRNA","highly accelerated region 1B [Source:HGNC Symbol;Acc:HGNC:33118]"
"ENSG00000274915","AL096828.4","20","misc_RNA","NULL"
"ENSG00000225978","HAR1A","20","lncRNA","highly accelerated region 1A [Source:HGNC Symbol;Acc:HGNC:33117]"
"ENSG00000287324","AL096828.6","20","lncRNA","novel transcript"
"ENSG00000260416","AL096828.2","20","lncRNA","novel transcript"
"ENSG00000286628","AL096828.5","20","lncRNA","novel transcript"
"ENSG00000231977","AL096828.1","20","lncRNA","novel transcript"
"ENSG00000207598","MIR124-3","20","miRNA","microRNA 124-3 [Source:HGNC Symbol;Acc:HGNC:31504]"
"ENSG00000149658","YTHDF1","20","protein_coding","YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]"
"ENSG00000273821","AL096828.3","20","lncRNA","novel transcript"
"ENSG00000101197","BIRC7","20","protein_coding","baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702]"
"ENSG00000266463","MIR3196","20","miRNA","microRNA 3196 [Source:HGNC Symbol;Acc:HGNC:38198]"
"ENSG00000101198","NKAIN4","20","protein_coding","sodium/potassium transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191]"
"ENSG00000275620","AL121827.2","20","lncRNA","novel transcript, antisense to NKAIN4"
"ENSG00000101199","ARFGAP1","20","protein_coding","ADP ribosylation factor GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:15852]"
"ENSG00000266104","MIR4326","20","miRNA","microRNA 4326 [Source:HGNC Symbol;Acc:HGNC:38314]"
"ENSG00000101203","COL20A1","20","protein_coding","collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]"
"ENSG00000222439","RNU6-994P","20","snRNA","RNA, U6 small nuclear 994, pseudogene [Source:HGNC Symbol;Acc:HGNC:47957]"
"ENSG00000101204","CHRNA4","20","protein_coding","cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958]"
"ENSG00000203900","AL121827.1","20","lncRNA","novel transcript, antisense to CHRNA4"
"ENSG00000075043","KCNQ2","20","protein_coding","potassium voltage-gated channel subfamily Q member 2 [Source:HGNC Symbol;Acc:HGNC:6296]"
"ENSG00000280936","AL353658.2","20","lncRNA","novel transcript, antisense to KCNQ2"
"ENSG00000226390","AL353658.1","20","lncRNA","novel transcript"
"ENSG00000101210","EEF1A2","20","protein_coding","eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]"
"ENSG00000230226","AL121829.1","20","lncRNA","novel transcript"
"ENSG00000125534","PPDPF","20","protein_coding","pancreatic progenitor cell differentiation and proliferation factor [Source:HGNC Symbol;Acc:HGNC:16142]"
"ENSG00000101213","PTK6","20","protein_coding","protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:HGNC:9617]"
"ENSG00000125508","SRMS","20","protein_coding","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]"
"ENSG00000275812","AL121829.2","20","lncRNA","novel transcript, antisense to SRMS"
"ENSG00000125531","FNDC11","20","protein_coding","fibronectin type III domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28764]"
"ENSG00000130589","HELZ2","20","protein_coding","helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]"
"ENSG00000101216","GMEB2","20","protein_coding","glucocorticoid modulatory element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4371]"
"ENSG00000232442","MHENCR","20","lncRNA","melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489 [Source:HGNC Symbol;Acc:HGNC:53110]"
"ENSG00000197457","STMN3","20","protein_coding","stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]"
"ENSG00000258366","RTEL1","20","protein_coding","regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]"
"ENSG00000026036","RTEL1-TNFRSF6B","20","protein_coding","RTEL1-TNFRSF6B readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44095]"
"ENSG00000243509","TNFRSF6B","20","protein_coding","TNF receptor superfamily member 6b [Source:HGNC Symbol;Acc:HGNC:11921]"
"ENSG00000101246","ARFRP1","20","protein_coding","ADP ribosylation factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:662]"
"ENSG00000197114","ZGPAT","20","protein_coding","zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]"
"ENSG00000273154","AL121845.3","20","protein_coding","novel protein, ZGPAT-LIME1 readthrough"
"ENSG00000274501","AL121845.4","20","lncRNA","novel transcript, antisense to ZGPAT"
"ENSG00000203896","LIME1","20","protein_coding","Lck interacting transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26016]"
"ENSG00000273047","AL121845.2","20","protein_coding","novel transcript, LIME1-SLC2A4RG readthrough"
"ENSG00000125520","SLC2A4RG","20","protein_coding","SLC2A4 regulator [Source:HGNC Symbol;Acc:HGNC:15930]"
"ENSG00000130584","ZBTB46","20","protein_coding","zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094]"
"ENSG00000229299","AL121845.1","20","lncRNA","novel transcript"
"ENSG00000231208","ZBTB46-AS1","20","lncRNA","ZBTB46 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40753]"
"ENSG00000279610","C20orf181","20","TEC","chromosome 20 open reading frame 181 [Source:HGNC Symbol;Acc:HGNC:16174]"
"ENSG00000268858","AL118506.1","20","lncRNA","novel transcript, antisense to ABHD16B"
"ENSG00000183260","ABHD16B","20","protein_coding","abhydrolase domain containing 16B [Source:HGNC Symbol;Acc:HGNC:16128]"
"ENSG00000101150","TPD52L2","20","protein_coding","TPD52 like 2 [Source:HGNC Symbol;Acc:HGNC:12007]"
"ENSG00000101152","DNAJC5","20","protein_coding","DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]"
"ENSG00000199805","RNU1-134P","20","snRNA","RNA, U1 small nuclear 134, pseudogene [Source:HGNC Symbol;Acc:HGNC:48476]"
"ENSG00000283206","MIR941-1","20","miRNA","microRNA 941-1 [Source:HGNC Symbol;Acc:HGNC:33684]"
"ENSG00000216141","MIR941-2","20","miRNA","microRNA 941-2 [Source:HGNC Symbol;Acc:HGNC:33685]"
"ENSG00000283513","MIR941-3","20","miRNA","microRNA 941-3 [Source:HGNC Symbol;Acc:HGNC:33686]"
"ENSG00000216195","MIR941-4","20","miRNA","microRNA 941-4 [Source:HGNC Symbol;Acc:HGNC:33687]"
"ENSG00000275842","MIR941-5","20","miRNA","microRNA 941-5 [Source:HGNC Symbol;Acc:HGNC:50845]"
"ENSG00000198276","UCKL1","20","protein_coding","uridine-cytidine kinase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:15938]"
"ENSG00000284433","MIR1914","20","miRNA","microRNA 1914 [Source:HGNC Symbol;Acc:HGNC:35398]"
"ENSG00000207554","MIR647","20","miRNA","microRNA 647 [Source:HGNC Symbol;Acc:HGNC:32903]"
"ENSG00000280213","UCKL1-AS1","20","lncRNA","UCKL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:31967]"
"ENSG00000196700","ZNF512B","20","protein_coding","zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]"
"ENSG00000130590","SAMD10","20","protein_coding","sterile alpha motif domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16129]"
"ENSG00000101161","PRPF6","20","protein_coding","pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]"
"ENSG00000196421","C20orf204","20","protein_coding","chromosome 20 open reading frame 204 [Source:HGNC Symbol;Acc:HGNC:27655]"
"ENSG00000203883","SOX18","20","protein_coding","SRY-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11194]"
"ENSG00000171703","TCEA2","20","protein_coding","transcription elongation factor A2 [Source:HGNC Symbol;Acc:HGNC:11614]"
"ENSG00000237371","AL355803.1","20","lncRNA","novel transcript"
"ENSG00000171700","RGS19","20","protein_coding","regulator of G protein signaling 19 [Source:HGNC Symbol;Acc:HGNC:13735]"
"ENSG00000274034","MIR6813","20","miRNA","microRNA 6813 [Source:HGNC Symbol;Acc:HGNC:50017]"
"ENSG00000125510","OPRL1","20","protein_coding","opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]"
"ENSG00000171695","LKAAEAR1","20","protein_coding","LKAAEAR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:33718]"
"ENSG00000286999","AL121581.2","20","lncRNA","novel transcript, antisense to OPRL1"
"ENSG00000196132","MYT1","20","protein_coding","myelin transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7622]"
"ENSG00000125522","NPBWR2","20","protein_coding","neuropeptides B and W receptor 2 [Source:HGNC Symbol;Acc:HGNC:4530]"
"ENSG00000203880","PCMTD2","20","protein_coding","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15882]"
"ENSG00000278171","AL137028.2","20","processed_pseudogene","interleukin 9 receptor (IL9R) pseudogene"
"ENSG00000232852","CICP4","20","processed_pseudogene","capicua transcriptional repressor pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37753]"
"ENSG00000149656","LINC00266-1","20","lncRNA","long intergenic non-protein coding RNA 266-1 [Source:HGNC Symbol;Acc:HGNC:16202]"
"ENSG00000274727","AL137028.1","20","processed_pseudogene","IQ motif and Sec7 domain 3 (IQSEC3) pseudogene"
"ENSG00000279493","FP565260.4","21","protein_coding","novel protein, similar to DNA (cytosine-5-)-methyltransferase 3-like DNMT3L"
"ENSG00000277117","FP565260.3","21","protein_coding","ICOS ligand [Source:NCBI gene;Acc:102723996]"
"ENSG00000279687","FP565260.5","21","lncRNA","novel transcript, antisense to CH507-9B2.3"
"ENSG00000280071","GATD3B","21","protein_coding","glutamine amidotransferase like class 1 domain containing 3B [Source:HGNC Symbol;Acc:HGNC:53816]"
"ENSG00000276612","FP565260.2","21","protein_coding","novel protein"
"ENSG00000275464","FP565260.1","21","protein_coding","periodic tryptophan protein 2 homolog [Source:NCBI gene;Acc:102724159]"
"ENSG00000280433","FP565260.6","21","protein_coding","novel protein, similar to trafficking protein particle complex 10 TRAPPC10"
"ENSG00000279669","AC079801.1","21","lncRNA","novel transcript"
"ENSG00000279094","LINC01670","21","lncRNA","long intergenic non-protein coding RNA 1670 [Source:HGNC Symbol;Acc:HGNC:52458]"
"ENSG00000274333","CU633967.1","21","lncRNA","uncharacterized LOC102724219 [Source:NCBI gene;Acc:102724219]"
"ENSG00000277777","Y_RNA","21","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000279186","FP236315.2","21","TEC","TEC"
"ENSG00000279784","FP236315.3","21","lncRNA","novel transcript"
"ENSG00000279064","FP236315.1","21","lncRNA","novel transcript"
"ENSG00000274559","CU639417.1","21","protein_coding","histone H2B type F-S-like [Source:NCBI gene;Acc:102724334]"
"ENSG00000280013","CU639417.3","21","processed_pseudogene","heat shock transcription factor 2 binding protein (HSF2BP) pseudogene"
"ENSG00000279769","CU639417.2","21","TEC","TEC"
"ENSG00000280191","LINC01669","21","lncRNA","long intergenic non-protein coding RNA 1669 [Source:HGNC Symbol;Acc:HGNC:52457]"
"ENSG00000280095","CU639417.4","21","lncRNA","novel transcript"
"ENSG00000280179","CU639417.5","21","lncRNA","uncharacterized CH507-42P11.6 [Source:NCBI gene;Acc:102724398]"
"ENSG00000275993","SIK1B","21","protein_coding","salt inducible kinase 1B (putative) [Source:HGNC Symbol;Acc:HGNC:52389]"
"ENSG00000288187","CU633906.5","21","lncRNA","novel transcript"
"ENSG00000274790","Y_RNA","21","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000275496","CU633906.1","21","lncRNA","uncharacterized LOC102724701 [Source:NCBI gene;Acc:102724701]"
"ENSG00000280019","CU633906.4","21","unprocessed_pseudogene","clustered mitochondria (cluA/CLU1) homolog (Cluh) pseudogene"
"ENSG00000279709","CU633906.3","21","unprocessed_pseudogene","clustered mitochondria (cluA/CLU1) homolog (CLUH) pseudogene"
"ENSG00000278903","CU633906.2","21","lncRNA","novel transcript"
"ENSG00000276902","Y_RNA","21","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000274276","CBSL","21","protein_coding","cystathionine-beta-synthase like [Source:HGNC Symbol;Acc:HGNC:51829]"
"ENSG00000275895","U2AF1L5","21","protein_coding","U2 small nuclear RNA auxiliary factor 1 like 5 [Source:HGNC Symbol;Acc:HGNC:51830]"
"ENSG00000280346","FP236240.3","21","processed_pseudogene","mitochondrial ribosomal protein L51 (MRPL51) pseudogene"
"ENSG00000279226","FP236240.2","21","TEC","TEC"
"ENSG00000278927","FP236240.1","21","lncRNA","novel transcript"
"ENSG00000276076","CRYAA2","21","protein_coding","crystallin alpha A2 [Source:HGNC Symbol;Acc:HGNC:51901]"
"ENSG00000280145","CU638689.4","21","lncRNA","novel transcript"
"ENSG00000278878","CU638689.1","21","lncRNA","novel transcript"
"ENSG00000279788","CU638689.3","21","unprocessed_pseudogene","clustered mitochondria (cluA/CLU1) homolog (CLUH) pseudogene"
"ENSG00000279728","CU638689.2","21","unprocessed_pseudogene","clustered mitochondria (cluA/CLU1) homolog (CLUH) pseudogene"
"ENSG00000280164","CU638689.5","21","lncRNA","novel transcript"
"ENSG00000279998","FP475955.3","21","lncRNA","novel transcript"
"ENSG00000278955","FP475955.1","21","lncRNA","novel transcript"
"ENSG00000284550","MIR8069-1","21","miRNA","microRNA 8069-1 [Source:HGNC Symbol;Acc:HGNC:50262]"
"ENSG00000280172","FP475955.4","21","processed_pseudogene","fem-1 homolog a (C. elegans) (FEM1A) pseudogene"
"ENSG00000279751","FP475955.2","21","lncRNA","novel transcript"
"ENSG00000280018","CU634019.5","21","lncRNA","novel transcript"
"ENSG00000279477","CU634019.4","21","unprocessed_pseudogene","clustered mitochondria (cluA/CLU1) homolog (CLUH) pseudogene"
"ENSG00000278884","CU634019.2","21","lncRNA","novel transcript"
"ENSG00000277067","CU634019.1","21","lncRNA","uncharacterized LOC102724843 [Source:NCBI gene;Acc:102724843]"
"ENSG00000274046","Y_RNA","21","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000280330","CU634019.6","21","processed_pseudogene","C-terminal binding protein 2 (Ctbp2) pseudogene"
"ENSG00000279303","CU634019.3","21","TEC","TEC"
"ENSG00000279647","CU633904.2","21","unprocessed_pseudogene","clustered mitochondria (cluA/CLU1) homolog (CLUH) pseudogene"
"ENSG00000279895","CU633904.3","21","unprocessed_pseudogene","clustered mitochondria (cluA/CLU1) homolog (CLUH) pseudogene"
"ENSG00000276077","CU633904.1","21","lncRNA","uncharacterized LOC102724951 [Source:NCBI gene;Acc:102724951]"
"ENSG00000274484","Y_RNA","21","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000279177","FP236241.2","21","processed_pseudogene","C-terminal binding protein 2 (CTBP2) pseudogene"
"ENSG00000276546","Y_RNA","21","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000277991","FP236241.1","21","lncRNA","uncharacterized LOC102723360 [Source:NCBI gene;Acc:102723360]"
"ENSG00000273590","SMIM11B","21","protein_coding","small integral membrane protein 11B [Source:HGNC Symbol;Acc:HGNC:51846]"
"ENSG00000277277","FAM243B","21","protein_coding","family with sequence similarity 243 member B [Source:HGNC Symbol;Acc:HGNC:53888]"
"ENSG00000278961","SMIM34B","21","protein_coding","small integral membrane protein 34B [Source:HGNC Symbol;Acc:HGNC:53650]"
"ENSG00000276289","KCNE1B","21","protein_coding","potassium voltage-gated channel subfamily E regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:52280]"
"ENSG00000273614","CU633980.1","21","snoRNA","NULL"
"ENSG00000279967","FP671120.5","21","TEC","TEC"
"ENSG00000278996","FP671120.4","21","lncRNA","novel transcript"
"ENSG00000275950","MIR6724-1","21","miRNA","microRNA 6724-1 [Source:HGNC Symbol;Acc:HGNC:50837]"
"ENSG00000275664","FP671120.1","21","misc_RNA","NULL"
"ENSG00000275708","MIR3648-1","21","miRNA","microRNA 3648-1 [Source:HGNC Symbol;Acc:HGNC:38941]"
"ENSG00000277437","FP671120.2","21","miRNA","NULL"
"ENSG00000280800","FP671120.6","21","lncRNA","novel transcript, similar to YY1 associated myogenesis RNA 1 YAM1"
"ENSG00000278233","RNA5-8SN2","21","rRNA","RNA, 5.8S ribosomal N2 [Source:HGNC Symbol;Acc:HGNC:53521]"
"ENSG00000286155","FP671120.10","21","TEC","TEC"
"ENSG00000286252","FP671120.11","21","TEC","TEC"
"ENSG00000286057","FP671120.9","21","TEC","TEC"
"ENSG00000286012","FP671120.8","21","TEC","TEC"
"ENSG00000274060","MIR6724-2","21","miRNA","microRNA 6724-2 [Source:HGNC Symbol;Acc:HGNC:50832]"
"ENSG00000277671","FP671120.3","21","misc_RNA","NULL"
"ENSG00000281383","FP671120.7","21","lncRNA","novel transcript, similar to YY1 associated myogenesis RNA 1 YAM1"
"ENSG00000277739","5_8S_rRNA","21","rRNA","5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]"
"ENSG00000280441","FP236383.3","21","lncRNA","novel transcript"
"ENSG00000277379","MIR6724-3","21","miRNA","microRNA 6724-3 [Source:HGNC Symbol;Acc:HGNC:50842]"
"ENSG00000274868","FP236383.1","21","misc_RNA","NULL"
"ENSG00000280614","FP236383.4","21","lncRNA","novel transcript, similar to YY1 associated myogenesis RNA 1 YAM1"
"ENSG00000275215","RNA5-8SN3","21","rRNA","RNA, 5.8S ribosomal N3 [Source:HGNC Symbol;Acc:HGNC:53525]"
"ENSG00000286267","FP236383.13","21","TEC","TEC"
"ENSG00000286146","FP236383.9","21","TEC","TEC"
"ENSG00000286054","FP236383.7","21","TEC","TEC"
"ENSG00000286178","FP236383.12","21","TEC","TEC"
"ENSG00000275692","MIR6724-4","21","miRNA","microRNA 6724-4 [Source:HGNC Symbol;Acc:HGNC:50830]"
"ENSG00000278775","FP236383.2","21","misc_RNA","NULL"
"ENSG00000281181","FP236383.5","21","lncRNA","novel transcript, similar to YY1 associated myogenesis RNA 1 YAM1"
"ENSG00000278189","RNA5-8SN1","21","rRNA","RNA, 5.8S ribosomal N1 [Source:HGNC Symbol;Acc:HGNC:53517]"
"ENSG00000286149","FP236383.11","21","TEC","TEC"
"ENSG00000286032","FP236383.6","21","TEC","TEC"
"ENSG00000286091","FP236383.8","21","TEC","TEC"
"ENSG00000286148","FP236383.10","21","TEC","TEC"
"ENSG00000279990","RPSAP68","21","processed_pseudogene","ribosomal protein SA pseudogene 68 [Source:HGNC Symbol;Acc:HGNC:51920]"
"ENSG00000279615","CR381572.2","21","processed_pseudogene","tripartite motif containing 43 (TRIM43) pseudogene"
"ENSG00000279167","CR381572.1","21","processed_pseudogene","N-acetylated alpha-linked acidic dipeptidase 2 (Naalad2) pseudogene"
"ENSG00000279579","LINC01666","21","lncRNA","long intergenic non-protein coding RNA 1666 [Source:HGNC Symbol;Acc:HGNC:52454]"
"ENSG00000286033","CR381670.2","21","lncRNA","novel transcript"
"ENSG00000279213","SNX18P10","21","processed_pseudogene","sorting nexin 18 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39618]"
"ENSG00000280243","MTCO1P1","21","processed_pseudogene","MT-CO1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7420]"
"ENSG00000278931","CR381670.1","21","unprocessed_pseudogene","ankyrin repeat domain 20 family, member A3 (ANKRD20A3) pseudogene"
"ENSG00000264462","MIR3648-2","21","miRNA","microRNA 3648-2 [Source:HGNC Symbol;Acc:HGNC:50843]"
"ENSG00000264063","CR392039.1","21","miRNA","NULL"
"ENSG00000279501","CR392039.4","21","lncRNA","novel transcript"
"ENSG00000279414","CR392039.3","21","processed_pseudogene","chromosome 2 open reading frame 27A (C2orf27A) pseudogene"
"ENSG00000280436","CR392039.6","21","unprocessed_pseudogene","asparagine synthetase (glutamine-hydrolyzing) (ASNS) pseudogene"
"ENSG00000188681","TEKT4P2","21","transcribed_unprocessed_pseudogene","tektin 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:40046]"
"ENSG00000279720","CR392039.5","21","processed_pseudogene","sosondowah ankyrin repeat domain family member C (SOWAHC) pseudogene"
"ENSG00000279381","CR392039.2","21","processed_pseudogene","ankyrin repeat domain 20 family, member A2 (ANKRD20A2) pseudogene"
"ENSG00000278932","CR381653.1","21","lncRNA","novel transcript"
"ENSG00000279718","SNX18P12","21","processed_pseudogene","sorting nexin 18 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:39620]"
"ENSG00000279208","CR381653.2","21","unprocessed_pseudogene","ankyrin repeat domain 18A (ANKRD18A) pseudogene"
"ENSG00000279864","AC124864.2","21","transcribed_processed_pseudogene","nuclear receptor corepressor 1 (NCOR1) pseudogene"
"ENSG00000279211","AC124864.1","21","processed_pseudogene","family with sequence similarity 182, member B (FAM182B) pseudogene"
"ENSG00000286103","AC124864.3","21","lncRNA","novel transcript"
"ENSG00000275631","U1","21","snRNA","U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]"
"ENSG00000280081","LINC01667","21","transcribed_processed_pseudogene","long intergenic non-protein coding RNA 1667 [Source:HGNC Symbol;Acc:HGNC:52455]"
"ENSG00000279783","AC018692.2","21","processed_pseudogene","family with sequence similarity 27, member D1 ( FAM27D1) pseudogene"
"ENSG00000264002","RN7SL52P","21","misc_RNA","RNA, 7SL, cytoplasmic 52, pseudogene [Source:HGNC Symbol;Acc:HGNC:46068]"
"ENSG00000252199","SNORA70","21","snoRNA","Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]"
"ENSG00000279321","AC018692.1","21","lncRNA","novel transcript"
"ENSG00000270533","CR382285.1","21","transcribed_processed_pseudogene","ribosomal protein L7a (RPL7A) pseudogene"
"ENSG00000280372","CR382285.2","21","TEC","TEC"
"ENSG00000279851","CR382287.2","21","lncRNA","novel transcript"
"ENSG00000279062","CR382287.1","21","unprocessed_pseudogene","chromosome 2 open reading frame 27A (C2orf27A) pseudogene"
"ENSG00000277693","AP003900.1","21","lncRNA","novel transcript"
"ENSG00000275945","EIF3FP1","21","processed_pseudogene","eukaryotic translation initiation factor 3 subunit F pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3276]"
"ENSG00000275592","VN1R7P","21","processed_pseudogene","vomeronasal 1 receptor 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:8496]"
"ENSG00000278106","AF254983.2","21","unprocessed_pseudogene","tubulin tyrosine ligase-like family, member 1 (TTLL1) pseudogene"
"ENSG00000187172","BAGE2","21","transcribed_unprocessed_pseudogene","BAGE family member 2 [Source:HGNC Symbol;Acc:HGNC:15723]"
"ENSG00000273840","AF254983.1","21","lncRNA","novel transcript"
"ENSG00000274391","TPTE","21","protein_coding","transmembrane phosphatase with tensin homology [Source:HGNC Symbol;Acc:HGNC:12023]"
"ENSG00000278678","CYCSP41","21","processed_pseudogene","CYCS pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:2580]"
"ENSG00000273872","SLC25A15P4","21","unprocessed_pseudogene","solute carrier family 25 member 15 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39845]"
"ENSG00000276556","AF254982.1","21","unprocessed_pseudogene","pseudogene similar to part of immunoglobulin heavy constant mu (IGHM)"
"ENSG00000277282","IGHV1OR21-1","21","IG_V_gene","immunoglobulin heavy variable 1/OR21-1 (non-functional) [Source:HGNC Symbol;Acc:HGNC:38040]"
"ENSG00000229306","AP001464.1","21","lncRNA","novel transcript"
"ENSG00000224309","ANKRD30BP2","21","transcribed_unprocessed_pseudogene","ankyrin repeat domain 30B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16620]"
"ENSG00000207097","RNU6-614P","21","snRNA","RNA, U6 small nuclear 614, pseudogene [Source:HGNC Symbol;Acc:HGNC:47577]"
"ENSG00000168122","ZNF355P","21","unprocessed_pseudogene","zinc finger protein 355, pseudogene [Source:HGNC Symbol;Acc:HGNC:17218]"
"ENSG00000237202","AJ239321.1","21","processed_pseudogene","BCL2/adenovirus E1B 19kDa interacting protein 3 (BNIP3) pseudogene"
"ENSG00000280108","AJ239318.1","21","lncRNA","novel transcript"
"ENSG00000185390","FGF7P2","21","unprocessed_pseudogene","fibroblast growth factor 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17193]"
"ENSG00000175302","ANKRD30BP1","21","unprocessed_pseudogene","ankyrin repeat domain 30B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19722]"
"ENSG00000266211","MIR3156-3","21","miRNA","microRNA 3156-3 [Source:HGNC Symbol;Acc:HGNC:38229]"
"ENSG00000226930","GTF2IP2","21","unprocessed_pseudogene","general transcription factor IIi pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16082]"
"ENSG00000219280","VN1R8P","21","processed_pseudogene","vomeronasal 1 receptor 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:8497]"
"ENSG00000228159","LINC01674","21","lncRNA","long intergenic non-protein coding RNA 1674 [Source:HGNC Symbol;Acc:HGNC:52462]"
"ENSG00000228184","SNX19P1","21","processed_pseudogene","sorting nexin 19 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16765]"
"ENSG00000179381","OR4K11P","21","unprocessed_pseudogene","olfactory receptor family 4 subfamily K member 11 pseudogene [Source:HGNC Symbol;Acc:HGNC:15402]"
"ENSG00000218549","OR4K12P","21","unprocessed_pseudogene","olfactory receptor family 4 subfamily K member 12 pseudogene [Source:HGNC Symbol;Acc:HGNC:15403]"
"ENSG00000166351","POTED","21","protein_coding","POTE ankyrin domain family member D [Source:HGNC Symbol;Acc:HGNC:23822]"
"ENSG00000207476","RNU6-286P","21","snRNA","RNA, U6 small nuclear 286, pseudogene [Source:HGNC Symbol;Acc:HGNC:47249]"
"ENSG00000266299","MIR3118-1","21","miRNA","microRNA 3118-1 [Source:HGNC Symbol;Acc:HGNC:38265]"
"ENSG00000278381","AL050303.3","21","processed_pseudogene","novel pseudogene"
"ENSG00000227874","GRAMD4P1","21","processed_pseudogene","GRAM domain containing 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39653]"
"ENSG00000214319","CXADRP1","21","processed_pseudogene","CXADR pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23770]"
"ENSG00000279773","AL050303.4","21","TEC","TEC"
"ENSG00000273692","AL050303.2","21","processed_pseudogene","LON peptidase N-terminal domain and ring finger 2 (LONRF2) pseudogene"
"ENSG00000278618","MIR8069-2","21","miRNA","microRNA 8069-2 [Source:HGNC Symbol;Acc:HGNC:50836]"
"ENSG00000229231","FEM1AP1","21","processed_pseudogene","fem-1 homolog A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17219]"
"ENSG00000224922","AL050303.1","21","lncRNA","novel transcript"
